match id,team1,team1_id,team1_roster_ids,team2,team2_id,team2_roster_ids,winner,winner_id,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,winner_01,toss_winner_01,toss_decision_01,player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,player11,player12,Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Player9,Player10,Player11,Player12,team2_sum_player_avg_economy,team1_sum_player_avg_economy,team_avg_economy_ratio,y_pred_01,win_pred_score,wplayer1,wplayer2,wplayer3,wplayer4,wplayer5,wplayer6,wplayer7,wplayer8,wplayer9,wplayer10,wplayer11,wplayer12,WPlayer1,WPlayer2,WPlayer3,WPlayer4,WPlayer5,WPlayer6,WPlayer7,WPlayer8,WPlayer9,WPlayer10,WPlayer11,WPlayer12,team1_average_boundaries_to_balls_bowled_ratio,team2_average_boundaries_to_balls_bowled_ratio,team1_to_team2_average_boundaries_to_balls_bowled_ratio,team2_to_team1_wicket_ratio
9516415,Mi Is,30435,238727.0:5043310.0:7537004.0:3125562.0:8191868.0:8713270.0:6249256.0:4171859.0:8227974.0:230775.0:1907352.0:8118914.0,Ci Sr Ks,30414,2653993.0:7422673.0:1945425.0:5001170.0:232000.0:1642738.0:196580.0:2294823.0:3519011.0:2658445.0:5757884.0:3130840.0,Ci Sr Ks,30414,Ci Sr Ks,field,We Sm Mi,Mumbai,08-04-2023,night match,In Pr Le,2023,5004,0.789473684,1,161.7333333,33.33,164.4666667,1,1,0,16.5,0,8.479375,0,0,14.075,8.661481481,9.942857143,10.709,7.407407407,7.517037037,7.292142857,0,0,0,8.963333333,0,7.771428571,0,8.644130435,7.136349206,9.51375,8.43047619,8.628787879,59.08825562,90.58430093,1.533033933,1,0.579554603,0.285714286,0,0.191666667,0,0,0.37037037,0.139372822,0.174603175,0.202898551,0.137540453,0.162445415,0.12745098,0,0,0,0.15,0,0.129301356,0,0.168789809,0.116533139,0.199596774,0.201271186,0.206506365,0.14933856,0.097666552,1.529065542,1.320835539
9592470,Mi Is,30435,5043310.0:238727.0:7537004.0:3125562.0:8191868.0:6249256.0:8058924.0:2022957.0:8227974.0:230775.0:1907352.0:8442286.0,Lw Sr Gs,48334,2436405.0:6698110.0:3299407.0:2275097.0:8058903.0:4230127.0:3479860.0:2970652.0:8228100.0:5554142.0:7924048.0:7491385.0,Mi Is,30435,Mi Is,bat,MA Cm Sm Ck Ci,Chennai,24-05-2023,night match,In Pr Le,2023,2050,1.333333333,1.975609756,177.8666667,0,159.1071429,0,0,1,0,16.5,8.479375,0,0,8.661481481,0,8.499479167,10.709,7.407407407,7.517037037,0,7.3259375,9.666666667,8.060243902,10.13378378,8,0,7.135333333,7.631578947,7.163333333,8.379090909,6.488571429,7.398636364,87.38317617,67.77378009,0.775593004,0,0.575951795,0,0.285714286,0.191666667,0,0,0.139372822,0,0.1700611,0.202898551,0.137540453,0.162445415,0,0.153631285,0.201149425,0.122653317,0.18501171,0.263157895,0,0.134078212,0.129032258,0.126465662,0.179692308,0.124183007,0.151315789,0.107474941,0.147530906,0.728491028,2.088484425
9128510,Ka Kt Rs,30400,5959834.0:37351.0:4497646.0:1613919.0:4231702.0:1663885.0:1934099.0:3429236.0:8779896.0:2632825.0:7758638.0,Ss Hd,36014,7491294.0:1945355.0:3127354.0:4203499.0:4230127.0:2642751.0:3693654.0:4874820.0:2282125.0:5618038.0:8725709.0,Ss Hd,36014,Ss Hd,field,Be Sm Mi,Mumbai,15-04-2022,night match,In Pr Le,2022,2764,1.714285714,1.487804878,148.8666667,100,183.625,1,1,0,8.9755,10,7,6.286095238,8.685263158,0,9.85,9.034615385,8.834,7.62,7.292391304,0,7.742916667,0,0,8.024,0,9.261428571,8.344666667,8.583666667,7.384714286,9.625,10.24172414,0,69.208117,83.57786508,1.207630965,0,0.526447721,0.168539326,0.166666667,0.166666667,0.09883236,0.121076233,0,0.216727273,0.19137931,0.203703704,0.173758865,0.125475285,0,0.133333333,0,0,0.144254279,0,0.166666667,0.148148148,0.1921875,0.162558294,0.201851852,0.245644599,0,0.136068807,0.116220389,1.170782581,1.040237131
9085222,Le,8301,4873028.0:6176246.0:3218291.0:3643870.0:2658431.0:4887336.0:6003584.0:7651657.0:8845850.0:5554142.0:5528116.0,Ne,8987,4003390.0:1749075.0:3651472.0:5516720.0:125915.0:34061.0:130437.0:6019306.0:4420828.0:2083157.0:2295642.0,Le,8301,Le,bat,Tt Be Nm,Nottingham,21-06-2022,day/night match,Vy Bt,2022,251,0.909090909,2.904761905,157,33.33,146.8214286,0,0,1,0,0,0,9.191,8.335,9.1832,0,10.75733333,7.978108108,8.379090909,7.411860465,0,0,0,0,0,8.566296296,9.371428571,7.603030303,8.404137931,7.971219512,9.348636364,9.716153846,0,60.98090282,61.23559282,1.004176553,0,0.517610638,0,0,0,0.117283951,0.159810127,0.176923077,0,0.231981982,0.133766234,0.179692308,0.136040609,0,0,0,0,0,0.124694377,0.169924812,0.135882832,0.123173278,0.12899106,0.185990338,0.234449761,0,0.094624857,0.091925538,1.029364192,1.019557649
9085320,Ye,10618,6718326.0:1762060.0:3294444.0:2157770.0:6381962.0:6460614.0:5367676.0:5361166.0:8050160.0:7804677.0:4527942.0,Ne,8917,6374878.0:2286472.0:2158869.0:4645304.0:2858904.0:2486896.0:3636821.0:3648203.0:164604.0:2087700.0:2082387.0,Ye,10618,Ne,field,Cy Gd Nn,Northampton,24-06-2022,day/night match,Vy Bt,2022,1637,0.666666667,1,157.6,100,172.6818182,0,1,0,8,10.39,0,7.884179104,0,8.03686747,9.552857143,10.6,10.07272727,8.75,7.807241379,0,0,0,8.334736842,11.686,14,9.496025641,9.490909091,0,8.910740741,10.5425,8.6176,0,81.07851231,81.09387237,1.000189447,1,0.525935094,0.166666667,0.206896552,0,0.169572108,0,0.147026432,0.194152047,0.205980066,0.189393939,0.208333333,0.117424242,0,0,0,0.154471545,0.210526316,0.277777778,0.188566553,0.2137031,0,0.132325142,0.25,0.193973635,0,0.133787116,0.135112006,0.990194135,0.766749666
9516632,Rl Cs Be,30393,1776627.0:313809.0:7861524.0:2275195.0:7586970.0:210328.0:5972868.0:5490666.0:212029.0:6586824.0:2018001.0:2733380.0,Lw Sr Gs,48334,2436405.0:8058903.0:3299407.0:3479860.0:2275097.0:4230127.0:2970652.0:8228100.0:217762.0:5554142.0:2954769.0:7491385.0,Rl Cs Be,30393,Rl Cs Be,bat,Bt Ra Si Al Bi Ve Ea Ct Sm Lw,Lucknow,01-05-2023,night match,In Pr Le,2023,23498,1.125,1.487804878,184.5333333,100,146.45,0,0,1,0,0,0,8.196515152,8.528333333,18,8.053636364,0,7.337894737,7.674318182,7.993404255,8.582181818,7.3259375,8,8.060243902,7.135333333,10.13378378,0,7.631578947,7.163333333,7.833333333,8.379090909,0,7.398636364,79.06127141,74.36628384,0.940615835,0,0.565130353,0,0,0,0.14071511,0.121212121,0.333333333,0.148514851,0,0.104622871,0.178571429,0.182683159,0.175170068,0.153631285,0.263157895,0.122653317,0.134078212,0.18501171,0,0.129032258,0.126465662,0.107843137,0.179692308,0,0.151315789,0.115401912,0.129406798,0.891776274,1.553078706
9272689,Sy Ss,33956,7869987.0:1870357.0:3535783.0:41740.0:3063696.0:34061.0:8146998.0:4756982.0:2790675.0:49496.0:8355808.0,Ae Ss,33914,4239038.0:3710090.0:2285051.0:3681957.0:387778.0:8415854.0:7455818.0:2286388.0:6718844.0:5863290.0:3890998.0,Sy Ss,33956,Ae Ss,field,Il Ss Sm Cs Hr,Coffs Harbour,17-01-2023,night match,Bg Bh Le,2022/23,11206,1.444444444,4.80952381,157.8,75,151.5,0,1,0,0,0,0,6.818181818,0,9.371428571,7.857631579,8.795581395,9.229591837,6.509615385,6.608,0,8.88483871,7.428571429,0,0,10.6012,0,8.331111111,7.143636364,9.245625,0,8.492142857,0,60.12712547,55.19003059,0.917889058,0,0.575951795,0,0,0,0.083333333,0,0.169924812,0.158798283,0.192849404,0.202505219,0.091065292,0.088541667,0,0.156862745,0.075757576,0,0,0.18902439,0,0.113475177,0.101626016,0.201938611,0,0.167235495,0,0.082251501,0.083826668,0.981209242,0.729882101
9639125,An,293,6818622.0:5554212.0:6450576.0:181404.0:3668356.0:5736016.0:5554282.0:5554254.0:6818776.0:6819238.0:6817628.0,Bh,188,3758565.0:6551978.0:4403419.0:6930230.0:393014.0:8127321.0:4403454.0:6486416.0:2316327.0:2436356.0:3769555.0,Bh,188,Bh,field,St Il Ct Sm,Sylhet,16-07-2023,day/night match,An tr of Bh,2023,10961,0.466666667,0.344262295,152.6,50,162.4090909,1,1,0,0,0,0,8.010625,0,8.408695652,7.495357143,6.827313433,6.906329114,7.2084375,13.85,0,0,9.772727273,0,5.5,6.396461538,12,0,8.135263158,7.581805556,6.988139535,7.943870968,0,64.31826803,58.70675784,0.912754022,1,0.537611387,0,0,0,0.125112511,0,0.203007519,0.145454545,0.114184625,0.129032258,0.150891632,0.384615385,0,0,0.208333333,0,0.083333333,0.108848315,0.222222222,0,0.192037471,0.152564103,0.11837655,0.174174174,0,0.104358206,0.104990792,0.993974848,1.006823803
9433696,Ex,7258,4489974.0:6065548.0:5406064.0:6364588.0:5788320.0:5436878.0:7671306.0:3030733.0:8044490.0:7688848.0:6258734.0,He,7727,4223883.0:2076192.0:8822729.0:5241564.0:2020332.0:3162487.0:1482249.0:1482998.0:2173688.0:5788418.0:8833075.0,He,7727,He,field,Te Re Bl Sn,Southampton,23-06-2023,day/night match,Vy Bt,2023,8301,1.066666667,1,186.2,25,146.2,1,1,0,8.94375,0,0,8.880857143,9.405394737,8.503777778,0,8.231956522,0,10.87636364,0,0,0,0,0,0,8.875,9.572105263,7.932096774,8.480175439,7.916153846,7.858607595,6.2625,0,56.89663892,54.84209982,0.963889974,0,0.517582257,0.208121827,0,0,0.16027088,0.198558322,0.157125457,0,0.13340564,0,0.217647059,0,0,0,0,0,0,0.1,0.200892857,0.123242349,0.144036697,0.165,0.151425178,0.090909091,0,0.089594099,0.081292181,1.102124431,1.294796526
9657059,Ra,1350,8058805.0:8089192.0:8089276.0:8058812.0:8964668.0:8913876.0:8058798.0:8089206.0:8964710.0:8058840.0:8913897.0,Ua,251,1634709.0:3719197.0:9663968.0:7906968.0:5120674.0:8246440.0:8246419.0:8964843.0:182986.0:7753549.0:2943443.0,Ua,251,Ra,bat,Ga Cb Gd Ni,Nairobi,11-06-2023,day match,Ua tr of Ka,2023,4913,0.333333333,0.012345679,0,0,132,1,0,1,0,0,0,0,0,12.25,0,11.25666667,7.75,6.833333333,5.125,0,0,0,0,5.994666667,5.938333333,5.528,6.666666667,0,5.628461538,6.491666667,5.645,0,41.89279487,43.215,1.031561636,1,0.570915442,0,0,0,0,0,0.277777778,0,0.216216216,0.166666667,0.1875,0.055555556,0,0,0,0,0.117021277,0.111111111,0.071186441,0.055555556,0,0.109649123,0.100917431,0.054794521,0,0.075309685,0.051686288,1.457053453,3.123003663
9457468,Cm Cs,40424,7864009.0:4502392.0:6551978.0:2804122.0:5736100.0:393182.0:2820957.0:7084972.0:6149268.0:4403468.0:351448.0,Ca Vs,40298,3758565.0:2263736.0:1965151.0:2331475.0:5771800.0:5017144.0:3850944.0:3850972.0:6528668.0:6931168.0:4769148.0,Ca Vs,40298,Cm Cs,bat,Zr Ad Cy Sm Cm,Chattogram,16-01-2023,night match,Bh Pr Le,2022/23,13530,0.615384615,1.487804878,163.3846154,0,157.1666667,1,0,1,0,0,9.772727273,0,0,8.477272727,8.666666667,9.087058824,9.895,8.0025,9,0,0,0,0,0,0,7.4092,8.993684211,8.6875,7.563529412,9.45875,8.222553191,0,50.33521681,62.90122549,1.24964646,1,0.577149782,0,0,0.208333333,0,0,0.160714286,0.141025641,0.214689266,0.213709677,0.141176471,0.142857143,0,0,0,0,0,0,0.120734908,0.164750958,0.181818182,0.151515152,0.208633094,0.183844011,0,0.101875485,0.084274692,1.208850276,0.956501419
9866373,Oo,18360,2319638.0:8444855.0:4172706.0:7907444.0:6317142.0:7918280.0:8354716.0:7907479.0:3490150.0:7213856.0:4195827.0,Wn,18570,9036516.0:8271969.0:3913447.0:9523954.0:8354786.0:6718410.0:7907486.0:3083667.0:4950294.0:4950266.0:4195708.0,Wn,18570,Oo,bat,Mx Pk Aa,Alexandra,28-12-2023,day/night match,Sr Sh,2023/24,5382,1.4,1.487804878,165.7333333,0,0,1,0,1,6.9175,10.0625,9.25,0,0,0,0,7.607142857,14.716,9.5625,9.371176471,0,0,0,5.5,0,0,8.465882353,0,7.907333333,7.18826087,8.0425,7.486666667,0,44.59064322,67.48681933,1.513474901,0,0.515425849,0.104166667,0.227272727,0.164285714,0,0,0,0,0.125,0.25,0.226666667,0.220895522,0,0,0,0.083333333,0,0,0.20668693,0,0.162162162,0.096618357,0.116666667,0.150943396,0,0.109857275,0.068034237,1.614735159,1.732156009
9680264,Da Aa,47508,5490596.0:4403531.0:4403545.0:4223883.0:3260564.0:2335381.0:4769148.0:4771780.0:5047300.0:4403573.0:8277716.0,Co Ss,47487,7200598.0:2437021.0:3008291.0:7520344.0:2104416.0:3364234.0:2437049.0:4365878.0:8106629.0:8363578.0:2590293.0,Da Aa,47508,Da Aa,bat,R Pa Sm Co,Colombo,12-08-2023,night match,La Pr Le,2023,7041,1.125,3.857142857,148.6,80,137.8,0,0,1,0,0,0,0,6.9088,0,8.222553191,13,7.15,7.090952381,7.569534884,0,0,0,0,5,19,9.438055556,7.372307692,8.372391304,7.950784314,10.53571429,7.393125,0,75.06237815,49.94184046,0.665337839,0,0.565130353,0,0,0,0,0.101408451,0,0.183844011,0.333333333,0.111111111,0.148063781,0.12460733,0,0,0,0,0,0.375,0.135278515,0.154166667,0.158490566,0.17,0.157894737,0.125,0,0.083530668,0.106319207,0.785659247,0.906783402
9352356,Ed,20,2082044.0:6282856.0:1655436.0:6381962.0:62432.0:2162782.0:2827327.0:4640824.0:1711492.0:4174932.0:7276380.0,Nw Zd,48,6718326.0:2653993.0:4381761.0:5764576.0:3069954.0:2672214.0:3519011.0:3156033.0:3913475.0:1626561.0:3456424.0,Ed,20,Ed,bat,Od Td Mr,Manchester,01-09-2023,night match,Nw Zd tr of Ed,2023,538,1.15,1,169.7333333,50,149.0666667,0,0,1,0,7.748888889,0,0,8.255316456,0,9.779459459,8.702705882,7.641898734,8.934864865,8.478666667,0,8,0,0,8.437826087,8.37875,9.62575,7.136349206,7.840377358,7.902615385,8.141568627,8.151967213,0,73.61520388,59.54180095,0.808824778,0,0.559259698,0,0.143203883,0,0,0.141615986,0,0.166177908,0.179166667,0.130665097,0.215851602,0.191735537,0,0.166666667,0,0,0.160714286,0.101123596,0.185046729,0.116533139,0.172862454,0.132667618,0.182832618,0.181060606,0,0.097368057,0.116625643,0.834876915,1.1854829
9433598,Ne,8917,4873700.0:8040164.0:2286472.0:6640178.0:4645304.0:2157770.0:3216569.0:3648203.0:3636821.0:2082387.0:8040136.0,Ye,10618,1762060.0:1655436.0:8033304.0:1637320.0:8050160.0:3620742.0:1547993.0:7651657.0:5367676.0:4527942.0:8070915.0,Ne,8917,Ne,bat,Hy Ls,Leeds,20-06-2023,day match,Vy Bt,2023,1266,0.866666667,0.75308642,179.4,0,169.8,0,0,1,0,0,0,8.875,11.686,7.884179104,8.464090909,0,9.490909091,8.6176,9.595909091,0,10.39,0,0,0,10.07272727,0,8.446164384,10.75733333,9.552857143,7.807241379,7.96875,0,64.99507351,64.6136882,0.994132089,1,0.517891662,0,0,0,0.166666667,0.210526316,0.169572108,0.180966114,0,0.2137031,0.193973635,0.170316302,0,0.206896552,0,0,0,0.189393939,0,0.154623155,0.231981982,0.194152047,0.117424242,0.098484848,0,0.108810353,0.099413064,1.094527713,0.809269653
9432989,Bm Bs,10366,2124002.0:7681869.0:3612286.0:3890963.0:8210789.0:8044112.0:1730658.0:7184666.0:2170762.0:3245689.0:2855138.0,Ye,10618,1762060.0:1655436.0:2082044.0:1637320.0:6095508.0:8050160.0:7651657.0:5367676.0:4527942.0:8070915.0:8027396.0,Bm Bs,10366,Ye,field,En Bm,Birmingham,20-05-2023,day/night match,Vy Bt,2023,1161,0.6,1,172,50,148.9666667,0,1,0,7.606111111,7.6675,0,0,7.753684211,0,7.907941176,9.57,8.181304348,8.106153846,9.069032258,0,10.39,0,0,0,0,10.07272727,10.75733333,9.552857143,7.807241379,7.96875,7.7925,0,64.34140913,65.86172695,1.023628917,1,0.525935094,0.113095238,0.1,0,0,0.168458781,0,0.165204678,0.193771626,0.134107709,0.144349478,0.183219178,0,0.206896552,0,0,0,0,0.189393939,0.231981982,0.194152047,0.117424242,0.098484848,0.136363636,0,0.100183891,0.097891437,1.023418324,0.882152824
